Date/Time,Mean CO2 (ppm),Mean CH4 (ppm),Mean N2O (ppm),Mean NH3 (ppm),Mean H2O (percent),Cav. Pressure (kPa),Cav. Temperature (K),Water Content (fraction),Chmbr. Temperature (K),Chmbr. Pressure (kPa),Flux CO2 (L) (umol/m^2/s),Flux CO2 (E) (umol/m^2/s),Flux CH4 (L) (nmol/m^2/s),Flux CH4 (E) (nmol/m^2/s),Flux N2O (L) (nmol/m^2/s),Flux N2O (E) (nmol/m^2/s),Flux NH3 (L) (umol/m^2/s),Flux NH3 (E) (umol/m^2/s),Soil VWC (%),Soil Temperature (degC),Температура воздуха,Отн. влажность,Точка росы,Атмосферное давление,Скорость ветра,Направление ветра,Приходящая солнечная радиация,Влагосодержание почвы,Электропроводность почвы,Температура почвы
2022-07-02 23:55:12,491.25312265,2.15144514,0.33974957,12.49470109,1.6800755,18.66533029,318.14987445,0.01687796,291.0166645,100.19841,3.20868759,6.89053021,-0.1864371,-0.43728575,0.27559865,0.68348326,0.03313624,0.25774783,2043.079956,21.1,17.19,74.12,12.55,736.04,2.13,Запад,0.0,33.52,0.45,21.27
2022-07-03 00:08:51,563.80769648,2.16402479,0.34140742,6.04993385,1.95489215,18.66520365,318.14979096,0.01975342,290.5707041,100.193634,6.14222243,14.20525834,-0.49392729,-0.49516008,0.37450754,0.67390416,-0.12937574,-0.23680115,1861.569946,16.799999,17.19,74.12,12.55,736.04,2.13,Запад,0.0,33.52,0.45,21.27
2022-07-03 01:03:06,433.53313919,2.48022623,0.33247652,6.85352739,1.52010692,18.66516145,318.14981914,0.01548998,289.46038738,99.73716,0.42648003,0.92927891,-0.16767731,-51.02842198,0.22721197,0.22741644,-0.07565238,-0.13769767,2010.339966,17.1,16.35,75.92,12.08,736.09,1.81,юго-запад,0.0,33.44,0.45,20.98
2022-07-03 01:57:38,458.18769032,2.18174537,0.33105782,8.41993656,1.43113693,18.66531959,318.14970802,0.01466364,289.21446073,99.024132,1.68545383,2.96763626,-0.01102416,-0.01755952,0.11827173,0.11844921,0.00587409,0.12427203,1977.630005,16.700001,16.53,66.6,10.28,736.13,2.36,Запад,0.0,33.34,0.44,20.66
2022-07-03 02:52:11,559.61359888,2.38388026,0.34532383,6.04724174,1.34759871,18.66535553,318.14979744,0.01361368,287.72531276,100.153969,5.47938584,12.54848267,1.35023363,1.35056502,0.6757164,1.91984322,0.03950247,0.08745629,1971.319946,15.3,15.51,68.73,9.78,736.25,1.7,юго-запад,0.0,33.23,0.43,20.3
2022-07-03 03:05:48,561.11777367,2.68934793,0.35752262,7.45276192,1.31324328,18.66530693,318.14983392,0.01364506,287.8759235,100.139175,5.92358897,10.71654268,0.50082534,4.80441297,1.02627001,2.04763916,-0.00617181,-0.00617007,2147.22998,20.4,15.51,68.73,9.78,736.25,1.7,юго-запад,0.0,33.23,0.43,20.3
2022-07-03 03:59:41,436.98951073,2.36577202,0.33571558,5.67165188,1.28481602,18.66514144,318.14979804,0.01312351,286.44362291,100.229614,0.24044588,0.52466111,-0.20905546,-0.20781985,0.1881255,0.93021306,0.00934197,0.02012898,2050.120117,17.9,14.58,72.51,9.69,736.33,1.88,юго-запад,7.23,33.12,0.43,19.94
2022-07-03 04:54:53,493.25920252,2.22555657,0.34054912,3.8297293,1.35280971,18.66517676,318.14996379,0.01330925,287.88875143,100.252457,2.82493131,6.6180317,-0.30270638,-0.30323249,0.37263967,2.88585816,0.00443437,0.03488569,2011.079956,22.9,14.87,70.68,9.6,736.46,2.02,юго-запад,102.55,33.02,0.42,19.63
2022-07-03 05:08:30,521.97768621,2.26921988,0.34979064,5.52497144,1.40640104,18.66535274,318.1500027,0.01493997,288.16288033,100.2136,3.9745437,10.03345959,-0.7370852,-0.73796028,0.79696856,2.73881694,0.04134674,0.05431198,1970.48999,14.5,14.87,70.68,9.6,736.46,2.02,юго-запад,102.55,33.02,0.42,19.63
2022-07-03 06:02:45,388.56438028,2.10454108,0.33509284,6.14270308,1.60532261,18.66534586,318.15037246,0.01585586,291.67841843,100.190376,-1.33387772,-3.25135342,-0.06090887,-0.20151008,0.17404556,0.1730768,0.00541696,0.02765391,2004.219971,25.0,16.47,65.91,10.08,736.46,1.5,юго-запад,238.35,32.93,0.42,19.4
2022-07-03 06:57:26,534.71589903,2.13543588,0.34197381,6.35368855,2.16618271,18.66532061,318.15068893,0.02188286,296.48653418,100.27092,4.64929409,11.84127368,-0.31604622,-0.34824216,0.34582991,0.93819642,-0.10331021,-0.1472797,1860.790039,20.4,19.38,55.64,10.3,736.42,2.52,юго-запад,482.72,32.86,0.42,19.41
2022-07-03 07:51:42,423.62559666,2.06133991,0.3311493,11.87434352,2.20402366,18.66534457,318.15052468,0.02396679,296.2203995,102.557968,0.73909266,1.58343534,0.05823672,0.0610945,-0.09085073,-0.09089207,0.18877461,0.18893891,2008.079956,21.4,21.05,48.35,9.73,736.33,2.71,юго-запад,610.51,32.86,0.42,19.76
2022-07-03 08:04:53,412.30246028,2.03144535,0.33356028,12.11239124,1.6799844,18.66525831,318.15041242,0.01941086,296.0649664,100.12011,0.2640732,0.426767,0.01691641,0.40532198,0.03568677,0.03563127,-0.05662179,-0.47632655,1996.170044,19.0,21.05,48.35,9.73,736.33,2.71,юго-запад,610.51,32.86,0.42,19.76
2022-07-03 08:59:54,482.75757932,2.02716593,0.33715285,14.63812435,1.67441854,18.66524392,318.14911938,0.01793819,299.78955625,100.290253,3.16674555,7.75670597,-0.08492211,-0.08523897,0.13866417,0.48757898,0.01984884,0.01981576,2053.370117,32.700001,22.23,45.93,10.05,736.25,2.84,юго-запад,783.28,32.87,0.43,20.42
2022-07-03 09:54:27,633.82466648,2.05708383,0.35689393,13.18089161,1.48790156,18.66535719,318.14939056,0.01271422,300.47517995,100.083961,7.91377259,26.20975283,0.29208294,21.28164242,0.56525183,4.55211928,-0.06201713,-0.56845793,2146.889893,32.5,23.14,44.73,10.48,736.07,3.11,Запад,904.58,32.92,0.44,21.34
2022-07-03 10:07:22,432.46257721,2.0678941,0.33078138,11.4314347,2.13784729,18.665323,318.15059417,0.01307299,301.71426233,100.735565,1.25008064,2.51011215,-0.19469582,-0.19452981,-0.07422089,-0.21979891,0.16884194,0.16865533,2009.560059,28.799999,23.14,44.73,10.48,736.07,3.11,Запад,904.58,32.92,0.44,21.34
2022-07-03 11:02:26,409.91981834,2.05459538,0.35175852,26.45003351,3.39114367,18.66537272,318.15077656,0.03357109,304.21580996,102.580086,2.00872082,2.00920838,-0.35954883,-1.24628639,1.22369133,1.22958938,0.0298827,2.64751296,1981.530029,26.799999,23.49,43.3,10.31,735.9,2.74,Запад,649.09,33.01,0.45,22.4
2022-07-03 11:56:59,615.44406189,2.01818188,0.34176764,17.32299459,2.20498975,18.66538334,318.15049417,0.01259076,305.10595866,100.06575,7.69287386,23.40735769,-0.04219403,-0.19909799,0.36657047,1.02643355,0.08148208,0.08146036,1976.160034,32.299999,23.95,43.46,10.78,735.64,2.49,Запад,711.49,33.06,0.45,23.28
2022-07-03 12:51:16,378.3502201,2.0522666,0.33072485,10.45655569,1.92864377,18.66538915,318.14908729,0.01227937,303.43165553,99.941513,-0.59655509,-3.90041727,-0.47975615,-21.68627262,0.06347859,0.06341307,0.05128728,0.05123157,2019.319946,43.599998,25.04,37.73,9.63,735.35,2.38,Запад,655.64,33.12,0.46,24.07
2022-07-03 13:04:54,412.80647166,2.09601262,0.33247188,10.85112044,1.56263026,18.66529444,318.15056715,0.01250093,304.82362966,100.064781,0.36870361,0.99072509,-1.23449126,-1.24101912,0.06215478,0.06194936,0.0090091,-0.59377502,2061.330078,36.299999,25.04,37.73,9.63,735.35,2.38,Запад,655.64,33.12,0.46,24.07
2022-07-03 13:59:28,508.74558009,2.00539411,0.3364666,15.12750058,1.4031595,18.66533772,318.15166099,0.01243161,302.78617967,100.009979,3.57928193,13.32091149,-0.10110727,-1.39558701,0.23245813,1.2323437,0.1811171,0.18124015,2019.910034,35.599998,25.5,36.38,9.51,734.96,2.85,юго-запад,795.16,33.14,0.46,24.74
2022-07-03 14:53:46,402.38312174,2.01316534,0.32990494,10.2012047,1.34910661,18.66529352,318.15075299,0.01201129,304.60626562,99.996811,0.16627406,0.16663059,-0.03034802,-0.03046161,0.09033024,0.08600815,-0.06294342,-0.33488947,2003.880005,34.200001,25.91,33.35,8.55,734.69,2.92,Запад,668.8,33.18,0.47,25.42
2022-07-03 15:06:58,386.3617561,2.01006749,0.33211798,10.11724374,2.02732396,18.66527739,318.15055746,0.01138607,304.72717153,99.850052,-0.4013791,-2.98050222,-0.08571879,-2.79054499,-0.04588203,-0.04585041,0.09552084,0.09551408,2015.709961,45.5,25.91,33.35,8.55,734.69,2.92,Запад,668.8,33.18,0.47,25.42
2022-07-03 16:01:59,469.64944295,2.00537735,0.33301698,13.63070841,3.26370844,18.66532265,318.15041686,0.03448587,305.47150113,99.961433,2.59471307,6.44765391,-0.15648469,-0.33521416,-0.07294662,-0.07281738,-0.03762099,-0.03756812,1862.300049,35.900002,26.26,31.24,7.92,734.63,2.38,юго-запад,481.87,33.19,0.47,25.91
2022-07-03 16:56:17,425.96460411,2.00543914,0.33221379,9.05129417,1.47801635,18.66528144,318.15063484,0.01114245,305.13061897,99.974342,0.94983203,2.1817442,-0.02126379,-0.18270145,-0.01125044,-0.01350574,0.06312485,0.06313785,2004.680054,33.700001,25.66,32.66,8.06,734.75,2.06,северо-запад,250.03,33.23,0.47,26.14
2022-07-03 17:09:55,408.6713045,2.0049363,0.33118554,9.34569315,1.25710758,18.66533471,318.15041326,0.01096585,304.19231293,99.888519,0.26650464,0.47504473,-0.06139005,-0.06306397,0.0285729,0.00555991,-0.03046885,-0.18054676,1991.829956,29.4,25.66,32.66,8.06,734.75,2.06,северо-запад,250.03,33.23,0.47,26.14
2022-07-03 17:50:53,388.09266391,2.00921977,0.33136701,15.27303378,1.70512893,18.66528103,318.15031459,0.01110204,302.56588526,100.209686,-0.04426578,-5.88590893,-0.17163708,-0.30007513,0.03528962,0.03530448,0.18200145,0.18381874,1975.810059,29.200001,24.99,33.83,7.98,735.07,1.45,Запад,89.21,33.17,0.47,25.81
2022-07-03 18:04:05,421.12998952,2.0080613,0.33108748,15.8392529,1.18439752,18.66528235,318.14940726,0.01102626,301.82144386,100.033424,0.86688685,1.48200028,-0.10406558,-0.3765414,0.11769713,0.11804314,-0.0323771,-0.26694764,2035.040039,30.9,24.99,33.83,7.98,735.07,1.45,Запад,89.21,33.17,0.47,25.81
2022-07-03 18:59:04,596.800319,2.01360504,0.36501414,13.60329775,1.19502314,18.66530229,318.14941263,0.01043583,299.46203403,99.930122,7.66070795,19.19693827,-0.26890414,-1.09932023,1.25749731,4.57315014,-0.0052142,-0.17491467,2130.439941,29.700001,22.88,45.45,10.45,735.4,1.6,юго-запад,7.95,33.06,0.46,25.2
2022-07-03 19:53:18,419.06003326,2.56952104,0.33634857,11.86257225,1.21040493,18.66533814,318.1493444,0.01077869,296.21543543,100.06649,0.09049462,0.60487728,-4.81194881,-4.833991,0.17833601,1.6672498,0.03054401,0.06269093,2038.97998,28.1,21.37,52.62,11.29,735.95,1.28,Запад,0.0,32.97,0.45,24.55
2022-07-03 20:06:56,450.12864534,2.36373429,0.33482948,15.6054584,1.38462851,18.66537325,318.14949527,0.01078429,296.48746397,98.413048,1.68392712,3.1992802,1.01689872,0.0,0.28833509,0.37982232,0.12722076,0.12803383,1969.469971,24.1,21.37,52.62,11.29,735.95,1.28,Запад,0.0,32.97,0.45,24.55
2022-07-03 21:01:35,499.00635412,2.89912699,0.34324815,12.74915844,1.2003005,18.66536204,318.14964574,0.0112189,294.57602107,100.113251,3.00406586,6.01672599,-0.8297661,-0.8294379,0.32891319,0.72270363,0.02202042,0.02202859,1958.630005,22.5,21.11,51.31,10.68,736.34,1.18,юго-запад,0.0,32.87,0.45,24.0
2022-07-03 21:55:51,449.86767347,2.50060673,0.34475047,13.15537724,1.39442684,18.66535084,318.14966315,0.01258477,294.53084635,100.131973,0.66679017,1.56937997,-0.12975975,-47.56421931,0.61417277,1.13302964,-0.04396894,-0.06467396,1997.430054,31.9,20.87,52.38,10.77,736.54,0.65,юго-запад,0.0,32.74,0.44,23.43
2022-07-03 22:09:03,439.76125341,2.72274962,0.33821601,14.33777383,1.55419077,18.66526252,318.14962983,0.01376341,292.31107497,100.198166,0.18866716,0.51394203,13.5981352,13.61642348,0.21189845,0.79106109,0.06957594,0.14239255,2034.310059,24.9,20.87,52.38,10.77,736.54,0.65,юго-запад,0.0,32.74,0.44,23.43
2022-07-03 22:50:30,456.09044968,2.24732211,0.33666061,16.39646402,1.34885805,18.66532831,318.14971617,0.01245146,293.59379408,100.23793,1.57300661,3.54281013,-0.26274843,-0.26276884,0.29592305,0.36727367,-0.13734476,-0.36889507,1852.709961,19.9,18.96,60.93,11.25,736.44,1.2,юго-запад,0.0,32.61,0.43,22.97
2022-07-03 23:04:07,475.18075398,2.158863,0.33970543,13.52167862,1.34253731,18.66526008,318.14966359,0.01225394,293.9012486,100.199486,2.44797673,6.0601664,-0.23773296,-0.2423291,0.3505273,0.81773991,-0.03368949,-0.0607574,2005.319946,28.5,18.96,60.93,11.25,736.44,1.2,юго-запад,0.0,32.61,0.43,22.97
2022-07-03 23:58:24,419.40876705,2.21607624,0.33101301,12.85278974,1.35048089,18.66533389,318.14973952,0.01280227,292.96025228,100.161285,0.06857515,0.08577511,-0.09093968,-0.08962116,0.10164123,0.10154776,0.02296375,0.02294518,1977.119995,19.799999,18.04,68.75,12.22,736.42,1.65,юго-запад,0.0,32.52,0.43,22.58
2022-07-04 00:52:58,442.09015796,2.749868,0.34160076,20.53256605,1.36999784,18.6652648,318.14970731,0.01313817,291.66719741,100.272675,1.01138414,1.88520802,-2.00724582,-2.00793403,0.52892585,0.88934171,0.02130647,0.16134263,2023.209961,23.299999,17.5,69.78,11.94,736.43,2.14,юго-запад,0.0,32.41,0.42,22.18
2022-07-04 01:06:38,482.51119004,2.40710315,0.34019505,14.18809646,1.32750052,18.66529967,318.14969521,0.01287873,290.85885616,100.230385,2.64749514,5.61651518,-0.3083118,-7.72551962,0.40467714,1.67022335,-0.13362743,-0.32154761,1851.859985,17.6,17.5,69.78,11.94,736.43,2.14,юго-запад,0.0,32.41,0.42,22.18
2022-07-04 02:00:56,432.66574558,2.31365548,0.33687672,11.69772861,1.34183883,18.66526896,318.14976928,0.01330484,291.01036165,99.959328,0.47903922,1.16986759,0.53055566,0.53056924,0.25256009,0.2517895,-0.0491842,-0.2361261,1988.069946,19.4,16.99,69.83,11.46,736.46,2.21,юго-запад,0.0,32.3,0.41,21.78
2022-07-04 02:55:27,456.02561635,2.40117943,0.34117563,15.19371815,1.44309926,18.66534535,318.14972543,0.01311826,290.59438733,98.619324,1.578422,3.16328596,-0.63203866,-0.63201015,0.59485673,1.0345666,0.08582198,0.09816586,1961.22998,18.700001,16.6,71.32,11.4,736.6,2.15,юго-запад,0.0,32.2,0.41,21.4
2022-07-04 03:09:09,454.07070012,2.48396557,0.34534371,17.91974083,1.37088553,18.66532909,318.14978566,0.01321275,290.51723406,100.307709,1.36585937,2.72750435,0.54697032,0.54621701,0.63139223,1.17377071,0.03012024,0.14320483,2021.400024,22.0,16.6,71.32,11.4,736.6,2.15,юго-запад,0.0,32.2,0.41,21.4
2022-07-04 03:50:06,513.78693102,2.25732839,0.34236679,11.53352282,1.32499669,18.66533745,318.14983643,0.01290706,289.8403408,100.208862,3.87510318,8.58277403,-0.034171,-0.0341107,0.62393269,2.12823498,0.04586175,0.04604377,1953.51001,17.1,16.71,69.8,11.17,736.74,1.98,юго-запад,8.17,32.09,0.4,21.04
2022-07-04 04:03:44,533.198864,2.24528649,0.35465016,13.34526362,1.34756624,18.66521516,318.14981105,0.01300038,289.76886721,100.182541,4.89901609,7.91756101,-0.17131033,-0.47408979,1.0724363,1.95321507,0.00238756,0.20362371,2123.709961,22.200001,16.71,69.8,11.17,736.74,1.98,юго-запад,8.17,32.09,0.4,21.04
2022-07-04 04:58:07,431.79900853,2.51127247,0.33818159,11.37094055,1.40159858,18.66532325,318.14996622,0.01306812,289.45449483,100.329437,0.1911926,0.35308505,1.93509488,11.14137522,0.4003519,0.54109626,0.03116972,0.03150685,2029.219971,20.799999,16.81,72.84,11.92,737.13,1.08,юго-запад,41.72,31.99,0.39,20.7
2022-07-04 05:52:39,500.16522266,2.55648479,0.33973069,12.32537392,1.47040149,18.66528081,318.15033835,0.01351274,293.90727679,100.318687,3.14925421,7.70203588,1.65845939,1.65985559,0.43052297,1.04692817,-0.07257627,-0.15329305,2002.640015,27.700001,17.67,72.21,12.61,737.35,1.23,юго-запад,148.7,31.92,0.39,20.57
2022-07-04 06:06:17,507.09991614,2.55649751,0.34401151,11.99083826,1.51878983,18.66540915,318.15018889,0.01348192,293.74809342,100.289688,3.44254942,8.74782493,-2.04497402,-0.00974458,0.49945141,2.20019719,0.05235462,0.05243062,1957.0,19.700001,17.67,72.21,12.61,737.35,1.23,юго-запад,148.7,31.92,0.39,20.57
2022-07-04 07:00:34,378.87812958,2.43637514,0.34365096,13.84934527,1.94345857,18.6653244,318.15078206,0.01422052,296.34697246,100.306656,-1.67944052,-4.53243924,0.26776944,0.26742667,0.37971034,0.88503904,0.1207405,0.12066011,1992.23999,30.4,20.37,60.43,12.42,737.43,1.75,юго-запад,444.24,31.85,0.39,20.64
2022-07-04 07:55:10,537.57507013,2.1206775,0.34490089,15.2821096,2.00947255,18.66534603,318.15100573,0.01431246,305.8237994,100.372429,5.17143493,12.58725573,-0.80430237,-54.61797625,0.42299757,1.25341496,0.02125475,0.02124417,1856.920044,27.4,23.42,50.34,12.5,737.34,1.37,юго-запад,620.75,31.84,0.39,20.96
2022-07-04 08:08:48,510.03394209,2.08508419,0.34124706,14.19103588,1.59591296,18.66523665,318.15087732,0.0137951,302.26113096,100.304985,3.72500178,11.09835156,-0.06573227,-50.01116407,0.28389946,0.88322914,-0.03753231,-0.64061063,2006.469971,32.099998,23.42,50.34,12.5,737.34,1.37,юго-запад,620.75,31.84,0.39,20.96
2022-07-04 09:03:06,413.26253702,2.09940016,0.33266158,12.41584507,1.48201652,18.66535376,318.1512372,0.01235926,301.02883058,100.364281,0.28895718,0.5726844,-0.39384586,-0.39376771,0.04033213,0.04031611,-0.05681011,-0.4002978,1984.5,26.6,24.82,41.73,11.03,737.08,1.44,Запад,773.78,31.87,0.39,21.69
2022-07-04 09:57:42,470.62382493,2.0282639,0.34215557,24.77566006,1.45973676,18.66533,318.15094597,0.01288986,305.97906494,100.317642,2.74867375,6.45429965,-0.21094262,-0.87268522,0.33395155,1.04347272,-0.23868951,-1.34697327,2037.670044,40.799999,25.37,40.19,10.87,736.89,2.06,юго-запад,475.73,31.93,0.4,22.78
2022-07-04 10:52:15,613.62303759,2.01694048,0.36765444,17.6957731,1.41350379,18.66533326,318.15205572,0.01178158,305.61901821,100.165642,7.8076932,21.98902388,0.08631666,0.08612143,1.36030599,3.20173382,-0.0410302,-0.31951535,2126.679932,39.799999,27.16,34.43,10.12,736.67,2.48,юго-запад,1005.98,31.96,0.41,23.89
2022-07-04 11:05:37,433.23056868,2.02117148,0.33493654,12.82561067,1.60557138,18.66536047,318.15049878,0.01101755,304.40056037,99.736259,1.44110219,2.28097656,-0.070833,-0.07140053,0.16582119,0.16611615,0.05216767,0.00050709,1996.380005,37.700001,27.16,34.43,10.12,736.67,2.48,юго-запад,1005.98,31.96,0.41,23.89
2022-07-04 12:00:08,368.19940131,1.99835032,0.33380563,40.89655704,3.35928761,18.66534099,318.15164616,0.01207672,307.19572438,103.064217,-0.71566735,-8.56970738,-0.1515291,-0.4131226,0.07715935,0.00829064,0.91016652,0.91091048,1974.329956,35.900002,27.47,31.63,9.15,736.47,1.78,юго-запад,922.28,32.08,0.42,25.4
2022-07-04 12:54:15,649.25796691,2.01604649,0.34729131,22.81752432,1.90894243,18.66537251,318.15056913,0.01134683,310.20035486,100.120361,8.28185072,26.76828679,-0.34703081,-11.01166617,0.50349297,2.22138685,0.03654398,0.03644396,1970.930054,40.799999,27.91,29.58,8.52,736.13,1.91,юго-запад,970.27,32.19,0.43,26.96
2022-07-04 13:08:19,673.88164921,2.00410731,0.37257669,17.57059851,1.28660056,18.66528764,318.15017849,0.01112364,306.29686446,100.093094,9.31888425,27.37170346,-0.27879288,-0.9291273,1.15435023,5.36235123,-0.08959311,-0.41891331,2124.790039,42.0,27.91,29.58,8.52,736.13,1.91,юго-запад,970.27,32.19,0.43,26.96
2022-07-04 14:02:38,410.64454835,2.00327023,0.33216064,20.10996111,1.24155684,18.66536101,318.15127136,0.01056488,309.08764408,100.075485,0.25615289,0.27149272,0.0146914,0.01464409,0.0714029,0.02604565,-0.18248181,-1.02353006,2043.910034,47.700001,28.16,27.5,7.68,735.78,1.67,юго-запад,774.88,32.29,0.44,28.2
2022-07-04 14:57:14,511.9808081,2.00177935,0.34005491,15.9705961,1.22366753,18.66536132,318.15159757,0.01015882,305.08543101,100.051842,3.5825489,12.06517628,-0.12967506,-0.8184694,0.12049542,1.38320444,0.19314425,0.19347209,2007.560059,39.0,28.62,26.25,7.37,735.42,1.29,Запад,674.02,32.4,0.45,29.23
2022-07-04 15:51:28,413.27551988,2.00699877,0.33271654,12.14076649,1.15082224,18.66522851,318.1517834,0.00972522,308.41087747,99.920425,0.32185059,0.50045919,-0.05362244,-0.05490712,0.00666725,1e-08,-0.03921807,-0.1954464,1991.089966,40.5,28.56,25.45,6.88,735.26,1.72,Запад,492.02,32.48,0.45,29.87
2022-07-04 16:05:10,408.78314805,2.00732641,0.33152748,15.71949306,2.07002924,18.66536025,318.1511801,0.00973469,309.24903641,99.923409,0.40621167,0.406692,-0.10349692,-9.35069928,0.21405694,0.29104832,0.23156896,0.23164174,1998.76001,50.099998,28.56,25.45,6.88,735.26,1.72,Запад,492.02,32.48,0.45,29.87
2022-07-04 16:59:49,485.86248151,1.99908664,0.33281096,14.72564613,1.40448563,18.66536324,318.15131503,0.00985819,306.88632569,100.030159,3.17100041,7.95361734,-0.1157303,-0.51204652,0.11929145,0.11915825,-0.17307209,-0.55530495,1858.469971,36.799999,28.14,27.35,7.54,735.27,1.58,Запад,303.21,32.52,0.46,30.04
2022-07-04 17:53:42,428.72789863,2.00445837,0.33490719,12.89024209,1.19390937,18.66523713,318.15109075,0.009767,306.50936653,99.558395,1.03541289,1.77853606,-0.08333582,-0.31155931,0.2174388,0.21567068,-0.0426653,-0.48212741,1982.22998,36.799999,26.8,30.88,8.17,735.46,0.59,юго-запад,103.4,32.46,0.45,29.6
2022-07-04 18:07:48,414.21258809,1.9992183,0.33280109,12.96983768,1.11581893,18.66537209,318.15050105,0.00968981,304.18780651,99.973404,0.34079491,0.68800109,-0.01668988,-0.35615342,0.01484971,0.01485023,-0.01693641,-0.10664479,1976.709961,31.5,26.8,30.88,8.17,735.46,0.59,юго-запад,103.4,32.46,0.45,29.6
2022-07-04 19:02:27,439.93248639,2.01897377,0.3373475,31.39774754,1.12251654,18.66534284,318.14733652,0.01009518,301.1502885,100.10817,1.43112657,2.84716083,-0.13437139,-0.87574915,0.2662489,0.26837363,0.03441074,0.06391657,2013.349976,32.599998,24.22,36.96,8.6,735.65,0.6,юго-запад,12.28,32.34,0.44,28.74
2022-07-04 19:56:48,518.36195064,2.03033048,0.34619336,23.40019839,1.15045816,18.66528868,318.1462934,0.01064881,295.79871882,100.006645,4.15539233,7.16052012,0.01796642,2.36272417,0.67488708,0.87891041,-0.03374391,-0.03378842,2106.48999,29.4,21.39,50.18,10.47,736.01,1.28,юго-запад,0.0,32.2,0.43,27.8
2022-07-04 20:50:42,462.92437969,2.60532295,0.346272,19.45963549,1.15577071,18.66517927,318.14632197,0.01068565,292.52580986,100.146782,0.31909001,0.54061803,-0.5655897,-6.2854947,0.49953535,0.617093,0.05201797,0.35891442,2012.619995,27.1,19.69,61.15,12.02,736.26,1.48,юго-запад,0.0,32.08,0.42,26.89
2022-07-04 21:04:46,468.43355598,3.09680753,0.34021819,27.28809728,1.31869596,18.66527876,318.14657415,0.01149044,293.13895616,96.50708,1.5527286,2.25662282,-0.36152222,-0.36103287,0.22820715,0.22819095,0.15860355,0.45089457,1953.5,22.799999,19.69,61.15,12.02,736.26,1.48,юго-запад,0.0,32.08,0.42,26.89
2022-07-04 21:59:22,499.4915027,2.45479747,0.33625825,19.16800439,1.31496225,18.66529344,318.14830947,0.01295192,294.03527652,100.119362,3.01098169,6.45144527,-0.20052749,-1.2785663,0.33541171,1.34501288,0.02451485,0.13764046,1947.650024,21.700001,19.25,62.02,11.81,736.25,2.3,юго-запад,0.0,31.95,0.41,26.13
2022-07-04 22:53:11,458.4776842,2.42956329,0.34968852,15.61752539,1.36375402,18.66529348,318.14935784,0.01310445,292.54233309,100.091934,1.03921612,1.68021489,0.59883785,0.59838089,0.81282008,1.17765914,-0.02907275,-0.0290862,1982.599976,31.200001,18.93,62.22,11.56,736.16,2.1,Юг,0.0,31.83,0.4,25.42
2022-07-04 23:07:15,446.24027779,2.59621164,0.34581747,17.30219792,1.35340894,18.66530728,318.14932567,0.01322784,291.20157926,100.192513,0.29557298,0.3393411,0.59055297,0.59096059,0.4758881,0.71389715,0.04725311,0.21814212,2009.420044,24.9,18.93,62.22,11.56,736.16,2.1,Юг,0.0,31.83,0.4,25.42
2022-07-05 00:01:50,495.8329014,2.40527321,0.3400511,13.7771608,1.28842363,18.66528268,318.14945543,0.0122881,289.91472201,100.178391,1.65118925,3.23823723,-0.42504729,-12.26754586,0.11011837,1.08641256,0.01369392,0.14156019,1989.119995,27.700001,18.45,63.05,11.3,736.07,2.16,юго-запад,0.0,31.71,0.39,24.8
2022-07-05 00:56:11,457.96110753,2.7526769,0.34041537,12.36499221,1.28478951,18.66536392,318.14961499,0.01298607,288.72692098,100.143082,0.16878983,0.23671438,0.70968668,0.70994964,0.40428731,0.53454392,0.01708679,0.01722961,1958.839966,17.700001,18.58,59.92,10.67,736.04,2.46,юго-запад,0.0,31.61,0.38,24.24
2022-07-05 01:50:47,473.46449196,2.30793343,0.33782267,20.88186516,1.272367,18.6653502,318.14952816,0.0123521,288.42459329,100.246086,1.07050409,1.50001001,-0.1266312,-0.12639129,0.35496013,0.53943511,0.05161893,0.20352203,1999.430054,22.1,18.24,61.47,10.7,736.04,2.24,юго-запад,0.0,31.49,0.37,23.74
2022-07-05 02:04:25,492.45320483,2.44539217,0.34081985,13.00316112,1.23404485,18.66530691,318.14952273,0.01207043,287.88583835,100.219452,1.26495612,2.0568579,1.02795872,1.02906235,0.12128939,0.12078885,-0.1749555,-0.36558479,1846.869995,15.2,18.24,61.47,10.7,736.04,2.24,юго-запад,0.0,31.49,0.37,23.74
2022-07-05 02:58:42,492.47132748,2.78062874,0.35548999,11.71920397,1.24219761,18.66533024,318.14963746,0.01225193,287.92760403,100.081718,0.86833587,1.86346384,-0.62155414,-0.62102377,0.59309924,1.14699912,-0.08727228,-0.1807174,1965.170044,18.1,17.68,63.8,10.76,736.01,2.43,юго-запад,0.0,31.4,0.37,23.29
2022-07-05 03:53:24,496.60231437,3.10632023,0.35502798,14.64356551,1.24405867,18.66535088,318.14970277,0.01249347,288.05453973,98.308693,1.10196858,1.8881991,-3.64586611,-3.6523584,0.40416043,1.00971896,0.04693428,0.10727931,1948.449951,17.799999,17.49,63.32,10.45,736.1,1.81,юго-запад,5.81,31.29,0.36,22.9
2022-07-05 04:07:05,471.67146353,2.58052956,0.3412459,18.90814596,1.32896648,18.66532324,318.14972722,0.01315365,288.19683368,100.259483,1.05070211,1.78262312,-0.28287249,-0.28216532,0.27919098,0.80445991,0.07724115,0.29422322,1997.540039,21.299999,17.49,63.32,10.45,736.1,1.81,юго-запад,5.81,31.29,0.36,22.9
